,year,Cash & Cash Equivalents,Marketable Securities,Receivables,Inventories,Other Current Assets,TOTAL,PPE Net,Investments And Advances,Other Non-Current Assets,TOTAL ASSETS,Short Term Debt,Accounts Payable And Accrued Liabilities,Other Current Liabilities,Long Term Debt,Deferred Revenues,Other Non-Current Liabilities,TOTAL LIABILITIES,"Shares Outstanding, K",Common Shares,Retained Earnings,Other Shareholders' Equity,TOTAL LIABILITIES AND EQUITY,Azione,Accrued Expenses,Intangibles,Income Taxes - Deferred,$0
2319,12-2013,"126,000",,"1,081,000",,"377,000","$-1,415,000","1,543,000","222,000","1,121,000","$6,794,000","6,000","557,000","1,295,000","3,147,000",,"2,387,000","$8,209,000","294,823","5,000","3,837,000","-44,000","$6,794,000",MAR,"817,000","2,005,000","252,000",
2320,09-2013,"144,000",,"972,000",,"256,000","$-1,409,000","1,489,000","228,000","1,128,000","$6,480,000","52,000","496,000","1,141,000","3,104,000",,"2,363,000","$7,889,000","299,538","5,000","3,763,000","-49,000","$6,480,000",MAR,"733,000","1,989,000","217,000",
2321,06-2013,"108,000",,"1,006,000",,"24,000","$-1,493,000","1,634,000","228,000","1,120,000","$6,377,000","50,000","554,000","1,093,000","3,037,000",,"2,366,000","$7,870,000","303,182","5,000","3,662,000","-54,000","$6,377,000",MAR,"770,000","1,991,000","206,000",
2322,03-2013,"221,000",,"1,080,000","11,000","11,000","$-1,377,000","1,574,000","230,000","1,100,000","$6,523,000","49,000","517,000","1,094,000","3,206,000",,"2,336,000","$7,900,000","307,130","5,000","3,549,000","-46,000","$6,523,000",MAR,"698,000","1,993,000","247,000",
2323,12-2012,"88,000",,"1,028,000",N/A,"22,000","$-1,285,000","1,539,000","216,000","1,123,000","$6,342,000","407,000","569,000","1,052,000","2,528,000",,"2,326,000","$7,627,000","312,345","5,000","3,509,000","-44,000","$6,342,000",MAR,"745,000","1,989,000","280,000",
2324,09-2012,"105,000",,"841,000","11,000","10,000","$-1,296,000","1,421,000","217,000","1,297,000","$5,865,000","408,000","594,000","1,020,000","2,101,000",,"2,370,000","$7,161,000","315,540","5,000","3,434,000","-49,000","$5,865,000",MAR,"668,000","1,772,000","146,000",
2325,06-2012,"105,000",,"939,000","12,000","70,000","$-1,124,000","1,383,000","223,000","1,326,000","$6,007,000","407,000","592,000","1,010,000","2,153,000",,"2,336,000","$7,131,000","322,771","5,000","3,335,000","-53,000","$6,007,000",MAR,"633,000","1,720,000","181,000",
2326,03-2012,"290,000",,"863,000","12,000","7,000","$-848,000","1,367,000","268,000","1,345,000","$6,171,000","755,000","579,000","970,000","1,772,000",,"2,341,000","$7,019,000","331,006","5,000","3,249,000","-38,000","$6,171,000",MAR,"602,000","1,727,000","230,000",
2327,12-2011,"102,000",,"875,000","11,000",0,"$-781,000","1,168,000","265,000","1,432,000","$5,910,000","355,000","548,000","1,005,000","1,816,000",,"2,317,000","$6,691,000","333,867","5,000","3,212,000","-48,000","$5,910,000",MAR,"650,000","1,721,000","282,000",
2328,09-2011,"220,000",,"1,011,000","1,029,000","99,000","$430,000","1,480,000","271,000","2,320,000","$8,465,000","480,000","619,000","1,266,000","2,623,000",,"2,312,000","$8,035,000","335,126","5,000","3,165,000","-16,000","$8,465,000",MAR,"735,000","1,716,000","234,000",
2329,06-2011,"117,000",,"1,006,000","1,365,000","120,000","$1,136,000","1,483,000","278,000","2,373,000","$8,791,000","482,000","607,000","1,154,000","2,440,000",,"2,298,000","$7,655,000","352,902","5,000","3,401,000","-11,000","$8,791,000",MAR,"674,000","1,719,000","237,000",
2330,03-2011,"144,000",,"944,000","1,459,000","107,000","$1,386,000","1,412,000","313,000","2,359,000","$8,760,000","137,000","557,000","1,094,000","2,720,000",,"2,231,000","$7,374,000","359,372","5,000","3,310,000","2,000","$8,760,000",MAR,"635,000","1,677,000","241,000",
2331,12-2010,"505,000",,"938,000","1,489,000","123,000","$1,585,000","1,307,000","250,000","2,401,000","$8,983,000","138,000","634,000","1,037,000","2,691,000",,"2,206,000","$7,398,000","367,938","5,000","3,286,000","-2,000","$8,983,000",MAR,"692,000","1,643,000","246,000",
2332,03-2023,"903,000",,"3,359,000","652,000","2,863,000","$25,066,000","70,117,000","234,000","12,167,000","$96,925,000","1,356,000","2,767,000",,"39,122,000",,"13,162,000","$71,859,000","994,569","20,921,000","4,907,000","-639,000","$96,925,000",EXC,"1,183,000","6,630,000",,
2333,12-2022,"973,000",,"3,561,000","755,000","2,047,000","$24,744,000","69,076,000","232,000","12,075,000","$95,349,000","1,802,000","3,387,000",,"35,662,000",,"13,082,000","$70,605,000","994,127","20,908,000","4,597,000","-638,000","$95,349,000",EXC,"1,226,000","6,630,000",,
2334,09-2022,"1,190,000",,"3,430,000","757,000","1,678,000","$24,582,000","67,572,000","230,000","11,968,000","$93,455,000","1,300,000","2,698,000",,"35,673,000",,"13,370,000","$68,873,000","993,742","20,895,000","4,502,000","-692,000","$93,455,000",EXC,"1,213,000","6,630,000",,
2335,06-2022,"1,777,000",,"3,187,000","624,000","1,754,000","$23,656,000","66,456,000","235,000","11,632,000","$92,295,000","505,000","2,456,000",,"36,179,000",,"13,189,000","$68,639,000","980,472","20,319,000","4,161,000","-701,000","$92,295,000",EXC,"1,057,000","6,630,000",,
2336,03-2022,"2,906,000",,"3,043,000","512,000","1,684,000","$23,491,000","65,465,000","244,000","12,214,000","$92,698,000","2,154,000","2,181,000",,"35,398,000",,"14,084,000","$69,207,000","980,210","20,299,000","4,028,000","-713,000","$92,698,000",EXC,"1,029,000","6,630,000",,
2337,12-2021,"993,000",,"2,865,000","581,000","9,518,000","$34,795,000","64,558,000","250,000","47,618,000","$133,013,000","2,153,000","2,384,000",,"31,139,000",,"40,360,000","$98,218,000","980,137","20,324,000","16,942,000","-2,348,000","$133,013,000",EXC,"1,137,000","6,630,000",,
2338,09-2021,"3,430,000",,"4,660,000","1,818,000","4,969,000","$34,259,000","82,852,000","435,000","27,780,000","$132,621,000","3,375,000","3,694,000",,"35,659,000",,"33,035,000","$98,362,000","978,318","20,271,000","16,926,000","-2,815,000","$132,621,000",EXC,"1,949,000","6,677,000",,
2339,06-2021,"1,957,000",,"4,492,000","1,702,000","4,197,000","$34,500,000","82,120,000","421,000","27,830,000","$129,396,000","3,633,000","3,552,000",,"35,467,000",,"32,241,000","$94,896,000","977,833","19,454,000","16,098,000","-929,000","$129,396,000",EXC,"1,719,000","6,677,000",,
2340,03-2021,"2,282,000",,"4,816,000","1,632,000","4,267,000","$34,313,000","82,588,000","431,000","27,307,000","$130,000,000","2,281,000","3,435,000",,"36,638,000",,"32,315,000","$95,687,000","977,175","19,412,000","16,072,000","-1,048,000","$130,000,000",EXC,"1,729,000","6,677,000",,
2341,12-2020,"1,101,000",,"4,629,000","1,722,000","5,110,000","$34,868,000","82,584,000","440,000","27,054,000","$129,317,000","1,819,000","3,567,000",,"35,483,000",,"33,084,000","$94,449,000","976,338","19,373,000","16,735,000","-1,117,000","$129,317,000",EXC,"2,078,000","6,677,000",,
2342,09-2020,"2,343,000",,"4,293,000","1,716,000","3,960,000","$35,103,000","82,561,000","444,000","25,773,000","$127,767,000","2,077,000","3,187,000",,"35,902,000",,"32,374,000","$92,664,000","975,573","19,362,000","16,749,000","-885,000","$127,767,000",EXC,"1,879,000","6,677,000",,
2343,06-2020,"2,502,000",,"4,302,000","1,781,000","3,948,000","$34,871,000","81,748,000","424,000","24,931,000","$126,313,000","2,514,000","3,052,000",,"36,502,000",,"31,102,000","$91,442,000","974,504","19,336,000","16,622,000","-964,000","$126,313,000",EXC,"1,616,000","6,677,000",,
2344,03-2020,"1,871,000",,"5,381,000","1,687,000","3,537,000","$34,616,000","81,017,000","418,000","24,089,000","$124,677,000","2,848,000","2,888,000",,"35,198,000",,"31,053,000","$90,061,000","974,408","19,303,000","16,475,000","-1,039,000","$124,677,000",EXC,"1,535,000","6,677,000",,
2345,12-2019,"945,000",,"6,175,000","1,768,000","3,149,000","$34,573,000","80,233,000","464,000","25,566,000","$124,977,000","4,710,000","3,565,000",,"31,719,000",,"32,114,000","$90,404,000","974,320","19,274,000","16,267,000","-845,000","$124,977,000",EXC,"1,981,000","6,677,000",,
2346,09-2019,"1,992,000",,"5,273,000","1,783,000","3,158,000","$34,352,000","78,593,000","471,000","24,791,000","$122,738,000","4,248,000","3,353,000",,"32,446,000",,"30,734,000","$88,386,000","972,109","19,238,000","15,871,000","-634,000","$122,738,000",EXC,"1,877,000","6,677,000",,
2347,06-2019,"987,000",,"5,133,000","1,670,000","3,865,000","$33,907,000","78,030,000","618,000","24,616,000","$121,596,000","3,776,000","3,253,000",,"32,299,000",,"30,620,000","$87,689,000","971,585","19,209,000","15,452,000","-631,000","$121,596,000",EXC,"1,706,000","6,677,000",,
2348,03-2019,"1,103,000",,"5,626,000","1,559,000","4,188,000","$33,704,000","77,460,000","620,000","24,360,000","$121,593,000","2,513,000","3,327,000",,"33,350,000",,"30,609,000","$87,889,000","970,955","19,171,000","15,321,000","-665,000","$121,593,000",EXC,"1,725,000","6,677,000",,
2349,12-2018,"1,596,000",,"5,863,000","1,685,000","4,184,000","$33,047,000","76,707,000","625,000","22,297,000","$119,634,000","1,349,000","3,805,000",,"34,465,000",,"29,444,000","$86,587,000","969,746","19,116,000","14,743,000","-689,000","$119,634,000",EXC,"2,112,000","6,677,000",,
2350,09-2018,"2,158,000",,"5,485,000","1,665,000","4,165,000","$33,388,000","75,840,000","649,000","22,846,000","$119,485,000","771,000","3,353,000",,"34,909,000",,"29,279,000","$86,097,000","967,010","19,063,000","14,949,000","-501,000","$119,485,000",EXC,"1,964,000","6,677,000",,
2351,06-2018,"900,000",,"5,501,000","1,590,000","3,498,000","$32,839,000","75,284,000","636,000","23,163,000","$117,249,000","1,221,000","3,118,000",,"33,568,000",,"29,729,000","$84,410,000","965,907","19,008,000","14,551,000","-597,000","$117,249,000",EXC,"1,665,000","6,677,000",,
2352,03-2018,"996,000",,"5,293,000","1,471,000","3,773,000","$32,565,000","74,711,000","640,000","23,457,000","$117,018,000","1,203,000","3,212,000",,"33,294,000",,"29,611,000","$84,453,000","965,382","18,973,000","14,346,000","-631,000","$117,018,000",EXC,"1,569,000","6,677,000",,
2353,12-2017,"1,105,000",,"5,577,000","1,651,000","3,563,000","$32,187,000","74,202,000","640,000","23,355,000","$116,770,000","3,017,000","3,537,000",,"32,565,000",,"29,917,000","$84,583,000","965,029","18,964,000","14,081,000","-735,000","$116,770,000",EXC,"1,837,000","6,677,000",,
2354,09-2017,"1,523,000",,"4,804,000","1,668,000","4,729,000","$30,317,000","73,067,000","634,000","25,371,000","$118,473,000","3,164,000","3,137,000",,"32,090,000",,"24,379,000","$88,156,000","960,853","18,862,000","11,950,000","-372,000","$118,473,000",EXC,"3,080,000","6,677,000",,
2355,06-2017,"788,000",,"4,783,000","1,601,000","5,060,000","$29,290,000","72,748,000","638,000","24,809,000","$117,104,000","3,619,000","3,142,000",,"30,956,000",,"24,373,000","$87,814,000","960,088","18,860,000","11,442,000","-889,000","$117,104,000",EXC,"2,878,000","6,677,000",,
2356,03-2017,"863,000",,"5,019,000","1,561,000","4,751,000","$28,291,000","72,630,000","648,000","24,919,000","$117,068,000","3,645,000","3,019,000",,"31,685,000",,"24,156,000","$88,777,000","926,097","18,807,000","12,720,000","-909,000","$117,068,000",EXC,"3,007,000","6,677,000",,
2357,12-2016,"888,000",,"5,359,000","1,638,000","4,527,000","$27,612,000","71,555,000","629,000","23,631,000","$114,904,000","2,581,000","3,449,000",,"32,216,000",,"23,431,000","$87,292,000","926,590","18,794,000","12,030,000","-885,000","$114,904,000",EXC,"3,460,000","6,677,000",,
2358,09-2016,"2,218,000",,"5,074,000","1,562,000","3,354,000","$27,460,000","71,214,000","592,000","23,849,000","$114,535,000","2,665,000","3,044,000",,"32,972,000",,"23,794,000","$87,075,000","923,270","18,756,000","12,121,000","-1,090,000","$114,535,000",EXC,"3,236,000","6,672,000",,
2359,06-2016,"1,848,000",,"4,659,000","1,500,000","3,488,000","$27,298,000","70,693,000","502,000","23,392,000","$112,778,000","2,848,000","2,834,000",,"32,182,000",,"23,703,000","$85,480,000","922,872","18,722,000","11,926,000","-1,023,000","$112,778,000",EXC,"2,757,000","6,696,000",,
2360,03-2016,"1,178,000",,"4,732,000","1,514,000","3,940,000","$27,186,000","69,406,000","455,000","23,829,000","$111,742,000","2,383,000","2,874,000",,"29,955,000",,"23,407,000","$84,556,000","887,314","18,686,000","11,954,000","-1,127,000","$111,742,000",EXC,"2,260,000","6,688,000",,
2361,12-2015,"6,707,000",,"4,099,000","1,566,000","2,962,000","$27,294,000","57,439,000","639,000","19,300,000","$95,384,000","1,500,000","2,891,000",,"24,286,000",,"20,927,000","$68,090,000","919,925","18,676,000","12,068,000","-1,123,000","$95,384,000",EXC,"2,376,000","2,672,000",,
2362,09-2015,"7,606,000",,"4,322,000","1,516,000","3,212,000","$27,289,000","55,814,000","620,000","19,155,000","$95,128,000","897,000","2,995,000",,"25,189,000",,"21,365,000","$67,839,000","919,564","18,647,000","12,046,000","-1,077,000","$95,128,000",EXC,"1,576,000","2,672,000","211,000",
2363,06-2015,"6,288,000",,"4,531,000","1,432,000","3,001,000","$25,069,000","53,935,000","607,000","19,574,000","$92,213,000","226,000","2,735,000",,"25,868,000",,"21,446,000","$67,144,000","861,618","16,755,000","11,704,000","-1,063,000","$92,213,000",EXC,"1,366,000","2,672,000","173,000",
2364,03-2015,"2,122,000",,"4,779,000","1,301,000","2,924,000","$24,638,000","53,001,000","568,000","19,793,000","$87,391,000","1,260,000","2,847,000",,"21,167,000",,"20,949,000","$62,753,000","861,244","16,731,000","11,334,000","-1,100,000","$87,391,000",EXC,"1,230,000","2,672,000","231,000",
2365,12-2014,"2,149,000",,"4,709,000","1,603,000","3,392,000","$24,133,000","52,170,000","544,000","19,177,000","$86,416,000","1,802,000","3,056,000",,"19,853,000",,"20,812,000","$62,283,000","859,833","16,709,000","10,910,000","-1,159,000","$86,416,000",EXC,"1,539,000","2,672,000",N/A,
2366,09-2014,"3,081,000",,"3,713,000","1,591,000","3,414,000","$25,050,000","51,630,000","588,000","18,537,000","$85,264,000","2,064,000","2,524,000",,"19,848,000",,"18,673,000","$60,214,000","859,465","16,679,000","11,160,000","-462,000","$85,264,000",EXC,"1,462,000","2,672,000","38,000",
2367,06-2014,"1,362,000","207,000","3,978,000","1,450,000","2,400,000","$24,229,000","51,747,000","861,000","18,551,000","$83,656,000","2,047,000","2,671,000",,"18,781,000",,"18,852,000","$59,427,000","859,197","16,651,000","10,435,000","-530,000","$83,656,000",EXC,"1,382,000","2,674,000","426,000",
2368,03-2014,"1,121,000",N/A,"4,326,000","1,023,000","2,751,000","$22,778,000","47,742,000","2,757,000","16,669,000","$79,468,000","467,000","2,761,000",,"19,195,000",,"17,331,000","$56,690,000","858,722","16,751,000","10,180,000","-1,826,000","$79,468,000",EXC,"1,364,000","2,625,000","454,000",
2369,12-2013,"1,776,000",N/A,"4,156,000","1,105,000","2,527,000","$22,940,000","47,330,000","3,112,000","16,720,000","$79,924,000","1,509,000","2,600,000",,"18,271,000",,"18,080,000","$56,984,000","857,420","16,741,000","10,358,000","-1,832,000","$79,924,000",EXC,"1,633,000","2,625,000","573,000",
2370,09-2013,"1,791,000",N/A,"3,993,000","1,109,000","2,766,000","$22,067,000","46,495,000","3,116,000","17,474,000","$79,661,000","1,643,000","2,477,000",,"18,570,000",,"19,588,000","$57,594,000","856,904","16,716,000","10,131,000","-2,453,000","$79,661,000",EXC,"1,540,000","2,625,000","292,000",
2371,06-2013,"1,044,000","61,000","4,085,000","1,019,000","2,912,000","$21,588,000","45,994,000","3,069,000","17,323,000","$78,420,000","2,031,000","2,357,000",,"17,218,000",,"19,315,000","$56,832,000","856,563","16,693,000","9,660,000","-2,438,000","$78,420,000",EXC,"1,382,000","2,625,000","288,000",
2372,03-2013,"920,000",N/A,"4,230,000","913,000","2,880,000","$21,326,000","45,784,000","3,086,000","17,474,000","$78,243,000","2,164,000","2,386,000",,"17,355,000",,"19,921,000","$56,917,000","855,849","16,652,000","9,437,000","-2,436,000","$78,243,000",EXC,"1,430,000","2,625,000","331,000",
2373,12-2012,"1,619,000",N/A,"4,228,000","1,014,000","3,148,000","$21,730,000","45,186,000","3,055,000","17,555,000","$78,561,000","1,047,000","2,692,000",,"18,346,000",,"19,136,000","$56,831,000","855,019","16,632,000","9,893,000","-2,468,000","$78,561,000",EXC,"1,796,000","2,625,000","131,000",
2374,09-2012,"1,767,000","73,000","4,276,000","1,031,000","3,927,000","$22,103,000","43,914,000","3,117,000","17,369,000","$78,353,000","1,179,000","2,491,000",,"18,245,000",,"18,634,000","$56,250,000","854,283","16,594,000","9,959,000","-2,123,000","$78,353,000",EXC,"1,502,000","2,625,000","254,000",
2375,06-2012,"1,383,000","83,000","4,321,000","999,000","4,905,000","$22,322,000","42,613,000","3,134,000","17,308,000","$77,434,000","967,000","2,302,000",,"18,173,000",,"18,030,000","$55,112,000","853,573","16,559,000","10,114,000","-2,024,000","$77,434,000",EXC,"1,452,000","2,625,000","63,000",
2376,03-2012,"788,000","43,000","4,448,000","942,000","5,594,000","$22,102,000","42,105,000","3,235,000","17,848,000","$77,628,000","1,074,000","2,263,000",,"17,458,000",,"17,414,000","$55,526,000","852,410","16,512,000","9,830,000","-1,913,000","$77,628,000",EXC,"1,492,000","2,625,000",N/A,
2377,12-2011,"1,016,000","40,000","2,613,000","864,000","1,180,000","$14,388,000","32,570,000","766,000","13,321,000","$54,995,000","991,000","1,444,000",,"12,189,000",,"15,030,000","$40,607,000","663,641","9,107,000","10,055,000","-2,447,000","$54,995,000",EXC,"1,255,000","2,625,000",N/A,
2378,09-2011,"1,071,000","565,000","2,615,000","851,000","1,002,000","$14,359,000","31,882,000","754,000","12,608,000","$54,156,000","1,701,000","1,388,000",,"12,565,000",,"14,296,000","$39,797,000","663,013","9,077,000","10,146,000","-2,537,000","$54,156,000",EXC,"1,053,000","2,625,000","183,000",
2379,06-2011,"562,000","35,000","2,463,000","786,000","1,072,000","$14,115,000","30,856,000","751,000","12,767,000","$51,986,000","1,188,000","1,297,000",,"12,154,000",,"14,057,000","$37,871,000","662,692","9,054,000","9,894,000","-2,506,000","$51,986,000",EXC,"878,000","2,625,000","69,000",
2380,03-2011,"487,000","22,000","2,347,000","728,000","985,000","$13,934,000","30,549,000","740,000","12,803,000","$51,376,000","1,099,000","1,331,000",,"12,152,000",,"13,903,000","$37,442,000","662,387","9,032,000","9,623,000","-2,394,000","$51,376,000",EXC,"852,000","2,625,000","90,000",
2381,12-2010,"1,612,000","30,000","3,128,000","806,000","822,000","$13,563,000","29,941,000","732,000","12,544,000","$52,240,000","599,000","1,373,000",,"12,004,000",,"15,812,000","$38,677,000","661,863","9,006,000","9,304,000","-2,420,000","$52,240,000",EXC,"1,040,000","2,625,000",N/A,
2382,03-2023,"832,383","51,644","884,430","311,885",,"$3,480,049","1,262,815","37,379","1,761,830","$5,901,448",,"130,561",,,"1,376,789","416,801","$2,421,399","76,517",8,"2,373,513","1,835","$5,901,448",ALGN,"497,248","507,542",,
2383,12-2022,"942,050","57,534","859,685","338,752",,"$3,601,358","1,231,855","41,978","1,746,452","$5,947,947",,"127,870",,,"1,343,643","420,702","$2,346,589","76,610",8,"2,566,688","-10,284","$5,947,947",ALGN,"454,374","503,271",,
2384,09-2022,"1,044,523","46,242","859,629","320,903",,"$3,694,622","1,199,880","50,256","1,692,759","$5,912,802",,"138,918",,,"1,286,867","408,777","$2,218,180","78,112",8,"2,674,661","-40,745","$5,912,802",ALGN,"383,618","469,327",,
2385,06-2022,"877,501","22,138","931,854","310,046",,"$3,599,081","1,182,444","77,551","1,689,403","$5,810,119",,"145,607",,,"1,242,348","406,624","$2,211,038","78,108",8,"2,601,961","-19,770","$5,810,119",ALGN,"416,459","483,917",,
2386,03-2022,"926,119","86,749","950,892","275,669",,"$3,666,852","1,140,922","107,695","1,698,565","$5,943,414",,"186,509",,,"1,212,067","412,915","$2,276,562","78,806",8,"2,680,270","-5,713","$5,943,414",ALGN,"465,071","515,464",,
2387,12-2021,"1,099,370","71,972","897,198","230,230",,"$3,622,714","1,081,926","125,320","1,712,533","$5,942,110",,"163,886",,,"1,152,870","395,325","$2,319,396","78,796",8,"2,619,374","4,326","$5,942,110",ALGN,"607,315","528,256",,
2388,09-2021,"1,237,822",N/A,"855,037","207,116",,"$3,516,762","1,002,769",0,"1,649,645","$5,650,109",,"174,916",,,"1,070,113","343,032","$2,133,347","78,853",8,"2,526,705","17,599","$5,650,109",ALGN,"545,286","542,388",,
2389,06-2021,"1,086,357",N/A,"808,079","178,751",,"$3,384,410","960,852",0,"1,652,991","$5,395,568",,"225,079",,,"975,930","314,577","$2,011,158","79,012",8,"2,458,955","29,616","$5,395,568",ALGN,"495,572","549,900",,
2390,03-2021,"1,131,698",N/A,"718,957","150,643",,"$3,393,576","763,870",0,"1,642,317","$5,069,782",,"124,298",,,"862,872","282,364","$1,676,206","79,137",8,"2,416,176","29,030","$5,069,782",ALGN,"406,672","548,040",,
2391,12-2020,"960,843",N/A,"657,704","139,237",,"$3,233,865","734,721",0,"1,670,535","$4,829,683",,"142,132",,,"777,887","270,217","$1,595,818","79,133",8,"2,215,800","43,501","$4,829,683",ALGN,"405,582","574,889",,
2392,09-2020,"615,532",0,"626,046","123,093",,"$3,033,471","703,657",,"2,238,187","$4,415,091",,"119,184",,,"684,139","259,826","$1,381,620","78,850",8,"2,056,812","24,911","$4,415,091",ALGN,"318,471",0,,
2393,06-2020,"404,359",0,"473,314","131,276",,"$2,845,045","668,951",,"2,207,662","$4,025,857",,"94,987",,,"601,831","239,220","$1,180,812","78,787",8,"1,917,441","9,101","$4,025,857",ALGN,"244,774",0,,
2394,03-2020,"790,696",0,"533,004","120,977",,"$2,852,989","663,491",,"1,724,824","$3,964,840",,"72,690",,,"578,537","201,165","$1,111,851","78,763",8,"1,958,043",-193,"$3,964,840",ALGN,"259,459",0,,
2395,12-2019,"550,425","318,202","550,291","112,051",,"$1,346,169","631,730",,"159,861","$2,500,702",,"87,250",,,"563,762","183,563","$1,154,533","78,753",8,"439,912",-688,"$2,500,702",ALGN,"319,958","75,692",,
2396,09-2019,"490,362","292,011","531,816","94,795",,"$1,305,549","606,581",,"238,220","$2,350,380",,"63,300",,,"520,712","174,687","$1,044,831","78,813",8,"415,159","-1,927","$2,350,380",ALGN,"286,132",0,,
2397,06-2019,"423,500","297,422","520,094","81,124",,"$1,373,682","599,611","44,969","244,063","$2,346,017",,"61,950",,,"481,462","183,289","$972,335","79,871",8,"501,275","-1,876","$2,346,017",ALGN,"245,634",0,,
2398,03-2019,"588,001","186,509","479,281","68,489",,"$1,255,704","575,267",0,"220,050","$2,234,430",,"62,512",,,"433,518","173,842","$978,726","80,005",8,"402,021","-2,281","$2,234,430",ALGN,"252,754",0,,
2399,12-2018,"636,899","98,460","439,009","55,641",,"$1,252,891","521,329","55,025","91,676","$2,052,458",,"64,256",,,"393,138","107,494","$799,567","79,989",8,"378,143","-2,774","$2,052,458",ALGN,"234,679","81,949",,
2400,09-2018,"420,860","184,297","420,276","48,858",,"$1,192,983","491,630","56,087","156,506","$1,928,405",,"43,065",,,"356,109","117,213","$735,422","79,984",8,"328,432",-728,"$1,928,405",ALGN,"219,035",0,,
2401,06-2018,"547,993","164,629","374,371","47,252",,"$1,218,959","447,933","57,189","150,468","$1,916,589",,"48,744",,,"321,148","130,984","$697,630","80,320",8,"373,441",911,"$1,916,589",ALGN,"196,754",0,,
2402,03-2018,"498,003","164,740","361,459","35,866",,"$1,127,460","400,528","63,041","150,386","$1,782,731",,"41,881",,,"296,011","137,286","$655,271","80,150",8,"267,336","1,484","$1,782,731",ALGN,"180,093",,,
2403,12-2017,"449,511","272,031","324,189","31,688",,"$1,154,288","348,793","94,554","182,295","$1,784,009",,"36,776",,,"267,713","129,670","$629,721","80,135",8,"267,274",571,"$1,784,009",ALGN,"195,562",,,
2404,09-2017,"362,613","316,454","321,328","36,941",,"$1,181,958","295,901","111,717","189,002","$1,697,623",,"45,942",,,"241,576","54,296","$515,665","80,178",8,"301,117",788,"$1,697,623",ALGN,"173,851",,,
2405,06-2017,"358,182","243,786","291,694","35,133",,"$1,078,288","255,539","116,343","176,083","$1,551,187",,"45,953",,,"220,005","48,103","$472,899","80,151",8,"232,876",-156,"$1,551,187",ALGN,"158,838",,,
